CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,cuisine,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location Point1
50101046,SWEETORY,Queens,7128,ROOSEVELT AVE,11372,3479877351,"Coffee,Tea",03-11-23,Violations were cited in the following area(s).,20-Jun,"Current letter grade or ""Grade Pending"" card not posted.",Not Critical,,,,10/24/2023,Administrative Miscellaneous / Re-inspection,40.74654681,-73.89417361,404,25,26500,4311571,4013030011,QN50,
50124771,PAK CHEE,Manhattan,317,EAST    5 STREET,10003,3475831710,Vegan,07/19/2022,Violations were cited in the following area(s).,20-Apr,"“Choking first aid” poster not posted. “Alcohol and pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.",Not Critical,,,,10/24/2023,Administrative Miscellaneous / Initial Inspection,40.72651433,-73.98835009,103,2,3800,1006256,1004470050,MN22,
50102664,BURGER KING,Queens,9202,ATLANTIC AVE,11416,7188458710,Hamburgers,01/19/2023,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,A,01/19/2023,10/24/2023,Cycle Inspection / Initial Inspection,40.68768862,-73.85041731,409,32,3200,4187479,4090280001,QN53,
50131273,YUMMY 88,Brooklyn,130,WILSON AVENUE,11237,7189287777,Chinese/Cuban,05/17/2023,Violations were cited in the following area(s).,04J,"Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.",Critical,79,,,10/24/2023,Pre-permit (Operational) / Initial Inspection,40.7007505,-73.92583593,304,34,42300,3072908,3032080028,BK78,
50088114,DESI GRILL,Brooklyn,46,WYCKOFF AVENUE,11237,7183819777,Indian,05/17/2022,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,36,,,10/24/2023,Cycle Inspection / Initial Inspection,40.70580633,-73.92165364,304,34,44700,3072773,3031990037,BK77,
50119086,JUICE N' GO,Brooklyn,8,KINGSTON AVENUE,11213,3472404710,"Juice, Smoothies, Fruit Salads",06-07-23,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,12,A,06-07-23,10/24/2023,Cycle Inspection / Initial Inspection,40.67967133,-73.94124352,303,36,27100,3053820,3018630041,BK61,
41084481,JOE'S GINGER RESTAURANT,Manhattan,25,PELL STREET,10013,2122850333,Chinese,04-12-22,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,43,,,10/24/2023,Cycle Inspection / Initial Inspection,40.71484416,-73.99820719,103,1,2900,1001697,1001620022,MN27,
50057074,173 WEBSTER CAFE,Bronx,1692,WEBSTER AVENUE,10457,7186180832,Latin American,05/22/2023,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,32,,,10/24/2023,Cycle Inspection / Initial Inspection,40.84321139,-73.90344521,203,15,16500,2094561,2028980001,BX01,
50109181,DESI INDO-CHINESE,Manhattan,2036,2 AVENUE,10029,9143882382,Indian,06/15/2022,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,64,,,10/24/2023,Cycle Inspection / Initial Inspection,40.78977846,-73.9430347,111,8,17000,1052732,1016760050,MN33,
50000999,BAREBURGER,Manhattan,1681,1 AVENUE,10128,2123901344,Hamburgers,02/19/2020,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,36,,,10/24/2023,Cycle Inspection / Initial Inspection,40.77778108,-73.94872101,108,5,14602,1050050,1015500023,MN32,
50072292,THE UPTOWN GARRISON,Manhattan,821,WEST  181 STREET,10033,9172614680,American,03-10-23,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,13,A,03-10-23,10/24/2023,Cycle Inspection / Initial Inspection,40.85119565,-73.93928407,112,10,27300,1064342,1021797502,MN35,
50132657,MO LI SHANGHAI CHINESE RESTAURANT,Queens,8334,BROADWAY,11373,7182101688,Chinese,07-12-23,Violations were cited in the following area(s).,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,56,,,10/24/2023,Pre-permit (Operational) / Initial Inspection,40.74035886,-73.87902351,404,25,48500,4038700,4015450032,QN50,
50116536,EWE'S DELICIOUS TREATS AFRICAN RESTAURANT,Brooklyn,453,PENNSYLVANIA AVENUE,11207,9293373525,African,07-11-23,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,44,,,10/24/2023,Pre-permit (Operational) / Initial Inspection,40.6660236,-73.89435953,305,42,112600,3084663,3038060023,BK85,
50080702,SAVVY BISTRO AND BAR,Brooklyn,710,NOSTRAND AVENUE,11216,3475337880,Caribbean,04/26/2022,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,10,A,04/26/2022,10/24/2023,Cycle Inspection / Initial Inspection,40.67443848,-73.95008057,308,36,31701,3030975,3012260049,BK61,
50103932,VOYAGER ESPRESSO,Manhattan,110,WILLIAM STREET,10038,2122272744,Coffee/Tea,04-11-23,Violations were cited in the following area(s).,06B,"Tobacco or electronic cigarette use, eating, or drinking from open container in food preparation, food storage or dishwashing area.",Critical,13,A,04-11-23,10/24/2023,Cycle Inspection / Initial Inspection,40.70877526,-74.00719584,101,1,1502,1001186,1000770008,MN25,
50080925,KING SUBS,Brooklyn,668,3 AVENUE,11232,9172385476,Sandwiches,03/29/2023,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,26,,,10/24/2023,Cycle Inspection / Initial Inspection,40.66442814,-73.99718486,307,38,1800,3009221,3006380078,BK32,
41418714,NUEVA AMBATENITA LA ESQUINA DEL SABOR,Queens,3924,108 STREET,11368,7184782215,Latin American,05/15/2023,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,13,A,05/15/2023,10/24/2023,Cycle Inspection / Initial Inspection,40.75125749,-73.85905533,403,21,40300,4044632,4017760039,QN26,
50124355,MATTO ESPRESSO,Manhattan,299,BROADWAY,10007,6462087786,"Coffee,Tea",03/16/2023,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,19,,,10/24/2023,Pre-permit (Operational) / Initial Inspection,40.71503892,-74.00559128,101,1,3300,1001648,1001500031,MN24,
41251802,LETY BAKERY,Queens,7707,37 AVENUE,11372,7185076539,Bakery Products/Desserts,01/30/2023,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,16,,,10/24/2023,Cycle Inspection / Initial Inspection,40.74927826,-73.88879524,403,25,28700,4029588,4012770036,QN28,
50114094,NAVA SEAFOOD,Manhattan,366,AUDUBON AVENUE,10033,6463296515,Latin American,03-09-22,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,0,A,03-09-22,10/24/2023,Pre-permit (Operational) / Re-inspection,40.85017286,-73.93129667,112,10,26900,1063680,1021540082,MN35,
50109092,MILK & HOPS,Manhattan,166,9 AVENUE,10011,2129891999,American,12/15/2021,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,53,,,10/24/2023,Pre-permit (Operational) / Initial Inspection,40.74471543,-74.00260562,104,3,8900,1013243,1007440001,MN13,
50013900,SUN HING,Brooklyn,1167,WILLMOHR STREET,11212,7183458015,Chinese,04/26/2022,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13,A,04/26/2022,10/24/2023,Cycle Inspection / Initial Inspection,40.658312,-73.91571225,317,41,89000,3101973,3046720031,BK96,
50036597,LUCKY CHEN RESTAURANT,Brooklyn,1266,BROADWAY,11221,7185733780,Chinese,11/30/2022,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,8,A,11/30/2022,10/24/2023,Cycle Inspection / Re-inspection,40.691113,-73.92492356,303,41,38700,3044201,3016230041,BK35,
50138275,MURPHY'S BAR,Queens,4501,23RD AVE,11105,3472423786,Irish,09/20/2023,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,24,N,,10/24/2023,Pre-permit (Operational) / Initial Inspection,40.76896469,-73.90521036,401,22,13700,4014564,4007690039,QN72,
50100300,BUTTERLY BAKESHOP,Brooklyn,263,PROSPECT PARK WEST,11215,9292763617,Bakery Products/Desserts,06/22/2022,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,A,06/22/2022,10/24/2023,Cycle Inspection / Initial Inspection,40.65861056,-73.98190325,307,39,16900,3016610,3008710006,BK40,
50067617,RIBALTA MO,Manhattan,2,PENN PLZ,10121,6462698671,Italian,11/20/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,8,A,11/20/2018,10/24/2023,Cycle Inspection / Re-inspection,40.75000977,-73.99134519,105,3,10100,1083026,1007810002,MN17,
50116957,SUN HING RESTAURANT,Brooklyn,623,LIVONIA AVENUE,11207,9172790376,Chinese,05/18/2023,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,13,A,05/18/2023,10/24/2023,Cycle Inspection / Initial Inspection,40.66473066,-73.89418856,305,42,112600,3084642,3038050046,BK85,
50017755,CALEDONIA,Manhattan,1609,2 AVENUE,10028,2127344300,Irish,01/31/2020,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,16,,,10/24/2023,Cycle Inspection / Initial Inspection,40.77624034,-73.95294661,108,5,13800,1048707,1015290024,MN32,
41481377,MADERA CUBAN GRILL,Queens,4729,VERNON BOULEVARD,11101,7186061236,Latin American,11-02-22,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,10,A,11-02-22,10/24/2023,Cycle Inspection / Initial Inspection,40.74467856,-73.95343814,402,26,700,4000300,4000450047,QN31,
41344869,SANDWICH HOUSE ITALIAN RESTAURANT,Manhattan,17,ANN STREET,10038,2125666886,Sandwiches,03/14/2022,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,19,,,10/24/2023,Cycle Inspection / Initial Inspection,40.71090241,-74.00791026,101,1,1501,1001261,1000900023,MN25,
50100549,RITZ DINER,Manhattan,1133,1 AVENUE,10065,2123194993,American,09/21/2021,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,20,,,10/24/2023,Pre-permit (Operational) / Second Compliance Inspection,40.76157522,-73.9605376,108,5,11000,1044371,1014370025,MN31,
50111234,AIRPORT BAGELS & DELI,Queens,8420,ASTORIA BLVD,11370,6468069605,American,10-03-22,Violations were cited in the following area(s).,04J,"Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.",Critical,10,A,10-03-22,10/24/2023,Cycle Inspection / Re-inspection,40.76461209,-73.8848455,403,22,32900,4024027,4010960022,QN28,
50072044,SUSHI ME,Queens,1418,150TH ST,11357,7183579999,Japanese,06-09-22,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,11,A,06-09-22,10/24/2023,Cycle Inspection / Initial Inspection,40.78832659,-73.81362985,407,19,98100,4105624,4046600051,QN49,
50065482,JUICES FOR LIFE,Bronx,1028,CASTLE HILL AVENUE,10472,3472819844,"Juice, Smoothies, Fruit Salads",05-08-23,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,32,,,10/24/2023,Cycle Inspection / Initial Inspection,40.82821464,-73.85016523,209,18,7800,2115745,2038150006,BX59,
50112140,CHICKEN FEASTIN,Brooklyn,561,GATES AVENUE,11221,7186769992,Chicken,03/18/2022,Violations were cited in the following area(s).,09A,Canned food product observed dented and not segregated from other consumable food items.,Not Critical,22,,,10/24/2023,Pre-permit (Operational) / Initial Inspection,40.68697929,-73.94398464,303,36,26500,3051028,3018100076,BK75,
